-82.3100096984	-44.0050752145
-82.3054103071	-44.0213673429
-82.3008084049	-44.0376592245
-82.296203989	-44.0539508591
-82.2915970566	-44.0702422465
-82.286987605	-44.0865333865
-82.2823756313	-44.1028242789
-82.2777611327	-44.1191149235
-82.2731441065	-44.1354053201
-82.2685245499	-44.1516954685
-82.2639024601	-44.1679853684
-82.2592778343	-44.1842750197
-82.2546506696	-44.2005644222
-82.2500209633	-44.2168535756
-82.2453887125	-44.2331424797
-82.2407539145	-44.2494311344
-82.2361165663	-44.2657195395
-82.2314766653	-44.2820076946
-82.2268342085	-44.2982955997
-82.2221891931	-44.3145832544
-82.2175416163	-44.3308706586
-82.2128914752	-44.3471578122
-82.208238767	-44.3634447148
-82.2035834888	-44.3797313662
-82.1989256379	-44.3960177663
-82.1942652113	-44.4123039149
-82.1896022061	-44.4285898117
-82.1849366196	-44.4448754565
-82.1802684488	-44.4611608491
-82.1755976909	-44.4774459893
-82.1709243429	-44.4937308769
-82.1662484021	-44.5100155117
-82.1615698655	-44.5262998934
-82.1568887303	-44.5425840219
-82.1522049935	-44.5588678969
-82.1475186522	-44.5751515182
-82.1428297036	-44.5914348856
-82.1381381448	-44.607717999
-82.1334439728	-44.624000858
-82.1287471847	-44.6402834624
-82.1240477776	-44.6565658122
-82.1193457487	-44.6728479069
-82.1146410949	-44.6891297465
