-82.6777040501	-43.0119889071
-82.6734533344	-43.0284348769
-82.6692003567	-43.0448806262
-82.6649451144	-43.0613261546
-82.6606876051	-43.077771462
-82.6564278263	-43.0942165483
-82.6521657755	-43.1106614133
-82.6479014502	-43.1271060568
-82.6436348479	-43.1435504786
-82.639365966	-43.1599946785
-82.6350948022	-43.1764386565
-82.6308213538	-43.1928824122
-82.6265456183	-43.2093259455
-82.6222675933	-43.2257692563
-82.6179872762	-43.2422123443
-82.6137046644	-43.2586552095
-82.6094197556	-43.2750978515
-82.605132547	-43.2915402703
-82.6008430362	-43.3079824656
-82.5965512207	-43.3244244373
-82.5922570979	-43.3408661852
-82.5879606653	-43.3573077092
-82.5836619202	-43.3737490089
-82.5793608602	-43.3901900843
-82.5750574828	-43.4066309352
-82.5707517852	-43.4230715614
-82.5664437651	-43.4395119628
-82.5621334197	-43.455952139
-82.5578207466	-43.47239209
-82.5535057432	-43.4888318156
-82.5491884069	-43.5052713157
-82.544868735	-43.5217105899
-82.5405467252	-43.5381496381
-82.5362223746	-43.5545884603
-82.5318956808	-43.5710270561
-82.5275666412	-43.5874654253
-82.5232352531	-43.6039035679
-82.518901514	-43.6203414837
-82.5145654212	-43.6367791723
-82.5102269722	-43.6532166338
-82.5058861643	-43.6696538678
-82.501542995	-43.6860908742
-82.4971974615	-43.7025276528
-82.4928495613	-43.7189642035
-82.4884992918	-43.735400526
-82.4841466502	-43.7518366201
-82.4797916341	-43.7682724858
-82.4754342407	-43.7847081227
-82.4710744675	-43.8011435307
-82.4667123117	-43.8175787097
-82.4623477707	-43.8340136594
