115.39387328	-49.7351330689	-25.0584590433	112.481731237	-3344.59716378
115.400301988	-49.7368523418	-24.5572931064	112.481731237	-3330.46470729
115.406731151	-49.738571259	-24.0561270366	112.476825655	-3341.55780545
115.413160769	-49.7402898203	-23.554960834	112.4719196	-3340.28082935
115.419590843	-49.7420080258	-23.0537944985	112.467013073	-3322.95550378
115.426021372	-49.7437258753	-22.5526280303	112.462106073	-3310.87895372
115.432452357	-49.7454433689	-22.0514614293	112.457198602	-3283.32868834
115.438883797	-49.7471605065	-21.5502946957	112.452290658	-3271.28424047
115.445315692	-49.7488772881	-21.0491278293	112.447382243	-3271.6182945
115.451748043	-49.7505937136	-20.5479608302	112.442473355	-3277.38000272
115.458180849	-49.7523097829	-20.0467936985	112.437563995	-3282.53936202
115.46461411	-49.7540254961	-19.5456264342	112.432654164	-3260.12608516
115.471047826	-49.755740853	-19.0444590374	112.42774386	-3266.2387334
115.477481997	-49.7574558536	-18.5432915079	112.422833085	-3263.94297697
115.483916623	-49.759170498	-18.042123846	112.417921838	-3263.55157219
115.490351705	-49.7608847859	-17.5409560516	112.413010119	-3259.1461228
115.496787241	-49.7625987174	-17.0397881247	112.408097928	-3248.13574965
115.503223232	-49.7643122925	-16.5386200653	112.403185266	-3247.88349765
115.509659679	-49.766025511	-16.0374518736	112.398272132	-3256.25742584
115.51609658	-49.767738373	-15.5362835495	112.393358526	-3269.84118336
115.522533936	-49.7694508784	-15.035115093	112.388444449	-3276.57616872
115.528971747	-49.7711630271	-14.5339465042	112.3835299	-3261.32795605
115.535410012	-49.7728748191	-14.0327777831	112.37861488	-3259.73596025
115.541848733	-49.7745862544	-13.5316089298	112.373699388	-3278.02935004
115.548287908	-49.7762973329	-13.0304399442	112.368783425	-3287.84145335
115.554727538	-49.7780080545	-12.5292708264	112.36386699	-3276.83760166
115.561167623	-49.7797184193	-12.0281015765	112.358950085	-3272.59855905
115.567608162	-49.7814284271	-11.5269321944	112.354032707	-3278.26614969
115.574049156	-49.783138078	-11.0257626802	112.349114859	-3265.31886567
115.580490604	-49.7848473718	-10.5245930338	112.344196539	-3269.15723652
115.586932507	-49.7865563085	-10.0234232555	112.339277748	-3278.31713073
