-37.0361707187	34.4670787572
-37.0425307294	34.4511556801
-37.0488883375	34.4352322185
-37.0552435453	34.4193083727
-37.0615963551	34.4033841429
-37.0679467691	34.3874595297
-37.0742947897	34.3715345332
-37.0806404191	34.3556091538
-37.0869836596	34.3396833919
-37.0933245135	34.3237572477
-37.099662983	34.3078307216
-37.1059990704	34.291903814
-37.1123327781	34.275976525
-37.1186641081	34.2600488552
-37.1249930629	34.2441208047
-37.1313196447	34.2281923739
-37.1376438557	34.2122635632
-37.1439656982	34.1963343728
-37.1502851744	34.1804048031
-37.1566022866	34.1644748544
-37.1629170371	34.1485445271
-37.169229428	34.1326138214
-37.1755394617	34.1166827377
-37.1818471404	34.1007512763
-37.1881524663	34.0848194376
-37.1944554416	34.0688872217
-37.2007560686	34.0529546292
-37.2070543496	34.0370216602
