-17.3116912614	-36.8232423855
-17.3085648473	-36.8396520087
-17.3054371029	-36.8560614896
-17.3023080267	-36.872470828
-17.2991776174	-36.8888800239
-17.2960458736	-36.9052890771
-17.292912794	-36.9216979875
-17.2897783772	-36.9381067552
-17.2866426219	-36.9545153798
-17.2835055266	-36.9709238615
-17.2803670901	-36.9873322001
-17.277227311	-37.0037403954
-17.2740861878	-37.0201484475
-17.2709437193	-37.0365563561
-17.267799904	-37.0529641213
-17.2646547406	-37.0693717428
-17.2615082277	-37.0857792207
-17.258360364	-37.1021865548
-17.2552111479	-37.1185937451
-17.2520605783	-37.1350007914
-17.2489086536	-37.1514076936
-17.2457553725	-37.1678144517
-17.2426007337	-37.1842210656
-17.2394447357	-37.2006275351
-17.2362873771	-37.2170338602
-17.2331286566	-37.2334400408
-17.2299685728	-37.2498460767
-17.2268071242	-37.2662519679
-17.2236443095	-37.2826577144
-17.2204801273	-37.2990633159
-17.2173145762	-37.3154687724
