-11.9306204584	-19.7076774617
-11.9269356591	-19.7242338804
-11.9232501053	-19.7407901832
-11.9195637962	-19.75734637
-11.9158767308	-19.7739024406
-11.9121889083	-19.7904583949
-11.908500328	-19.8070142329
-11.9048109889	-19.8235699544
-11.9011208903	-19.8401255592
-11.8974300312	-19.8566810474
-11.8937384109	-19.8732364188
-11.8900460285	-19.8897916732
-11.8863528832	-19.9063468106
-11.882658974	-19.9229018308
-11.8789643003	-19.9394567337
-11.875268861	-19.9560115193
-11.8715726555	-19.9725661874
-11.8678756828	-19.9891207379
-11.864177942	-20.0056751706
-11.8604794324	-20.0222294855
-11.8567801531	-20.0387836825
-11.8530801033	-20.0553377614
