-8.02258139579	-49.7198776655
-8.0130275486	-49.7350810899
-8.00346774732	-49.7502836745
-7.99390198534	-49.7654854186
-7.98433025604	-49.7806863212
-7.9747525528	-49.7958863815
-7.96516886897	-49.8110855984
-7.95557919792	-49.8262839712
-7.94598353299	-49.8414814988
-7.93638186752	-49.8566781805
-7.92677419483	-49.8718740152
-7.91716050825	-49.8870690021
-7.90754080108	-49.9022631402
-7.89791506662	-49.9174564287
-7.88828329818	-49.9326488667
-7.87864548902	-49.9478404531
-7.86900163243	-49.9630311872
-7.85935172167	-49.9782210679
-7.84969574999	-49.9934100945
-7.84003371064	-50.0085982658
-7.83036559687	-50.0237855811
-7.82069140189	-50.0389720393
-7.81101111893	-50.0541576396
-7.8013247412	-50.0693423811
-7.7916322619	-50.0845262628
-7.78193367422	-50.0997092838
-7.77222897134	-50.1148914431
