-45.5078807902	24.9037411122
-45.502628061	24.9199112104
-45.4973739693	24.9360810779
-45.4921185137	24.9522507144
-45.486861693	24.9684201198
-45.4816035057	24.984589294
-45.4763439505	25.0007582365
-45.471083026	25.0169269474
-45.465820731	25.0330954263
-45.460557064	25.0492636731
-45.4552920237	25.0654316875
-45.4500256088	25.0815994694
-45.4447578178	25.0977670185
-45.4394886495	25.1139343346
-45.4342181025	25.1301014176
-45.4289461754	25.1462682672
-45.4236728668	25.1624348833
-45.4183981755	25.1786012655
-45.4131221	25.1947674137
-45.407844639	25.2109333278
-45.4025657911	25.2270990074
-45.397285555	25.2432644524
-45.3920039293	25.2594296626
-45.3867209125	25.2755946378
-45.3814365035	25.2917593777
-45.3761507007	25.3079238822
-45.3708635028	25.3240881511
-45.3655749085	25.340252184
-45.3602849164	25.356415981
-45.3549935251	25.3725795416
-45.3497007331	25.3887428658
-45.3444065393	25.4049059533
-45.3391109421	25.4210688039
-45.3338139402	25.4372314174
-45.3285155323	25.4533937935
-45.3232157168	25.4695559322
-45.3179144926	25.4857178331
-45.3126118581	25.5018794961
-45.307307812	25.5180409209
-45.3020023529	25.5342021074
-45.2966954794	25.5503630553
