-24.929576073	-3550.4950149	503.410134889	-4223.59965224	-2562.15529121	-4557.31528468	-2543.67474512
-24.4309911979	-3552.61030522	506.269916857	-4223.59965224	-2562.15529121	-4565.15013893	-2540.07047151
-23.932406052	-3559.53868909	511.092172323	-4226.25949323	-2562.15529121	-4581.72303374	-2537.35434445
-23.4338206353	-3574.05044624	520.986200398	-4229.91048065	-2562.15529121	-4616.02284704	-2532.07804545
-22.9352349479	-3600.44919137	499.350587252	-4229.91048065	-2562.15529121	-4599.15036588	-2601.74801687
-22.4366489896	-3618.10917521	488.76574189	-4233.24423931	-2562.15529121	-4595.64065899	-2640.57769143
-21.9380627604	-3639.95844752	493.273104776	-4233.24423931	-2562.15529121	-4626.50465707	-2653.41223797
-21.4394762604	-3627.73823242	487.008966284	-4233.24423931	-2562.15529121	-4601.75616498	-2653.72029985
-20.9408894895	-3618.78571506	500.587249111	-4233.24423931	-2562.15529121	-4619.96021328	-2617.61121684
-20.4423024476	-3625.35332898	494.752482625	-4233.24423931	-2562.15529121	-4614.85829423	-2635.84836373
-19.9437151346	-3634.95444918	484.263369156	-4233.24423931	-2562.15529121	-4603.48118749	-2666.42771087
-19.4451275507	-3641.2146518	486.810628977	-4233.24423931	-2562.15529121	-4614.83590975	-2667.59339384
-18.9465396957	-3653.01055531	468.154151076	-4252.67771823	-2562.15529121	-4589.31885746	-2716.70225316
-18.4479515696	-3672.92369366	444.777766438	-4279.7964402	-2562.15529121	-4562.47922653	-2783.36816078
-17.9493631723	-3703.92250215	423.429270291	-4281.62819663	-2562.15529121	-4550.78104273	-2857.06396157
-17.4507745039	-3720.31458603	405.425071647	-4281.62819663	-2562.15529121	-4531.16472932	-2909.46444273
-16.9521855642	-3753.23839544	383.578942705	-4281.62819663	-2562.15529121	-4520.39628085	-2986.08051003
-16.4535963534	-3769.14747948	382.424742086	-4281.62819663	-2562.15529121	-4533.99696366	-3004.29799531
-15.9550068712	-3796.21123171	393.650082894	-4281.62819663	-2562.15529121	-4583.51139749	-3008.91106592
-15.4564171177	-3795.92453689	400.814763809	-4281.62819663	-2562.15529121	-4597.55406451	-2994.29500928
-14.9578270929	-3818.15065074	378.537944444	-4281.62819663	-2562.15529121	-4575.22653963	-3061.07476185
-14.4592367967	-3842.80212479	381.935784069	-4281.62819663	-2562.15529121	-4606.67369293	-3078.93055665
-13.9606462291	-3823.53544322	379.970308677	-4286.60694593	-2562.15529121	-4583.47606057	-3063.59482586
-13.4620553901	-3834.65918344	391.194731905	-4328.47047262	-2562.15529121	-4617.04864725	-3052.26971963
-12.9634642795	-3871.96790147	364.156972548	-4368.57788563	-2562.15529121	-4600.28184657	-3143.65395638
-12.4648728975	-3895.26279303	358.393708615	-4406.71873023	-2562.15529121	-4612.05021026	-3178.4753758
-11.9662812438	-3917.34891996	335.337868914	-4411.57607975	-2562.15529121	-4588.02465778	-3246.67318213
-11.4676893186	-3932.84484852	335.746601915	-4426.81968106	-2562.15529121	-4604.33805235	-3261.35164469
-10.9690971218	-3961.24447432	342.776078189	-4435.44542903	-2562.15529121	-4646.7966307	-3275.69231794
-10.4705046533	-3982.13654722	356.60172591	-4459.28575704	-2562.15529121	-4695.33999903	-3268.9330954
-9.97191191309	-4005.18315842	356.425049642	-4490.00655725	-2562.15529121	-4718.0332577	-3292.33305913
-9.47331890117	-4027.92561394	384.193350427	-4531.07051507	-2562.15529121	-4796.31231479	-3259.53891308
-8.97472561749	-4044.59987113	377.548601416	-4556.55094266	-2562.15529121	-4799.69707396	-3289.5026683
-8.476132062	-4071.45696759	358.573731255	-4561.76607645	-2562.15529121	-4788.6044301	-3354.30950508
-7.97753823469	-4096.49483725	360.674595289	-4597.30027368	-2562.15529121	-4817.84402783	-3375.14564667
-7.4789441355	-4108.41523423	377.578896967	-4622.88698222	-2562.15529121	-4863.57302817	-3353.2574403
-6.98034976442	-4124.97950346	389.989371818	-4642.59395432	-2562.15529121	-4904.9582471	-3345.00075983
-6.48175512139	-4154.78640339	389.345957899	-4659.66431943	-2562.15529121	-4933.47831918	-3376.09448759
-5.98316020639	-4159.99363046	372.465133283	-4676.26268442	-2562.15529121	-4904.92389702	-3415.06336389
-5.48456501939	-4171.65319521	350.761708598	-4678.58423728	-2562.15529121	-4873.17661241	-3470.12977801
-4.98596956035	-4197.60430312	335.220444782	-4701.85394382	-2562.15529121	-4868.04519268	-3527.16341355
-4.48737382923	-4197.77202775	327.299410137	-4707.3922378	-2562.15529121	-4852.37084802	-3543.17320748
-3.98877782599	-4218.14775484	319.372577527	-4719.71383218	-2562.15529121	-4856.89290989	-3579.40259979
-3.49018155062	-4225.98853175	350.419471501	-4721.67174884	-2562.15529121	-4926.82747475	-3525.14958874
-2.99158500306	-4244.56915096	365.422599876	-4722.95387204	-2562.15529121	-4975.41435071	-3513.7239512
-2.49298818329	-4262.2901564	353.500227154	-4730.28578866	-2562.15529121	-4969.2906107	-3555.28970209
-1.99439109127	-4304.07889404	314.563517037	-4730.28578866	-2562.15529121	-4933.20592812	-3674.95185997
-1.49579372696	-4326.73455896	295.817820635	-4737.41229744	-2562.15529121	-4918.37020023	-3735.09891769
-0.997196090341	-4342.24950752	271.057671289	-4748.84974459	-2562.15529121	-4884.36485009	-3800.13416494
-0.498598181364	-4373.05355128	263.847923117	-4751.78457129	-2562.15529121	-4900.74939751	-3845.35770504
0	-4382.73353007	261.787059184	-4751.78457129	-2562.15529121	-4906.30764844	-3859.1594117
0.498598453787	-4431.99979951	268.297447431	-4751.78457129	-2562.15529121	-4968.59469438	-3895.40490465
0.99719718003	-4434.88306194	287.54982001	-4753.33395212	-2562.15529121	-5009.98270196	-3859.78342192
1.49579617877	-4437.27550161	293.346451036	-4753.33395212	-2562.15529121	-5023.96840368	-3850.58259954
1.99439545003	-4465.01003859	292.051441128	-4753.33395212	-2562.15529121	-5049.11292084	-3880.90715633
2.49299499385	-4471.65219979	298.408178232	-4753.33395212	-2562.15529121	-5068.46855626	-3874.83584333
2.99159481027	-4463.02052296	322.654735559	-4753.33395212	-2562.15529121	-5108.32999408	-3817.71105184
3.49019489931	-4455.59658045	330.943780611	-4753.33395212	-2562.15529121	-5117.48414168	-3793.70901923
3.98879526102	-4456.94042929	341.003013638	-4753.33395212	-2562.15529121	-5138.94645657	-3774.93440202
4.48739589544	-4435.12582944	347.376990383	-4753.33395212	-2562.15529121	-5129.87981021	-3740.37184868
4.98599680258	-4391.40349729	386.928159178	-4762.08470296	-2562.15529121	-5165.25981565	-3617.54717893
5.48459798249	-4339.80003069	359.585797782	-4764.6729062	-2562.15529121	-5058.97162625	-3620.62843513
5.98319943521	-4242.67766172	369.695616052	-4764.6729062	-2562.15529121	-4982.06889383	-3503.28642962
6.48180116076	-4145.8891813	382.41245503	-4764.6729062	-2562.15529121	-4910.71409136	-3381.06427124
6.98040315918	-4065.99507159	377.784012901	-4764.6729062	-2562.15529121	-4821.56309739	-3310.42704578
7.47900543051	-3972.46611083	387.407436574	-4764.6729062	-2562.15529121	-4747.28098398	-3197.65123768
7.97760797478	-3844.2533506	445.147405623	-4764.6729062	-2562.15529121	-4734.54816184	-2953.95853935
8.47621079203	-3741.54847452	515.628976476	-4764.6729062	-2560.18696227	-4772.80642747	-2710.29052157
8.97481388228	-3680.24900691	506.631739191	-4764.6729062	-2373.95746902	-4693.51248529	-2666.98552853
9.47341724558	-3631.58873518	466.127117743	-4764.6729062	-2218.5232383	-4563.84297066	-2699.33449969
9.97202088196	-3601.57026668	450.899278422	-4764.6729062	-2126.70454279	-4503.36882353	-2699.77170984
10.4706247914	-3576.43353675	438.061067238	-4764.6729062	-2122.98795476	-4452.55567122	-2700.31140227
10.9692289741	-3541.01963136	416.31668175	-4764.6729062	-2122.98795476	-4373.65299486	-2708.38626786
11.4678334299	-3513.51708587	406.079514372	-4764.6729062	-2082.64588075	-4325.67611461	-2701.35805712
11.9664381589	-3471.1088595	421.956360719	-4764.6729062	-2008.34685139	-4315.02158094	-2627.19613806
12.4650431612	-3486.84174627	383.746323798	-4764.6729062	-1998.86741618	-4254.33439387	-2719.34909867
12.9636484368	-3475.9641232	371.04374359	-4764.6729062	-1989.6204507	-4218.05161038	-2733.87663602
13.4622539857	-3435.21540712	374.395805887	-4764.6729062	-1989.4603934	-4184.0070189	-2686.42379535
13.9608598079	-3421.57103153	395.220078447	-4764.6729062	-1989.4603934	-4212.01118842	-2631.13087463
14.4594659036	-3425.9630436	362.098239	-4764.6729062	-1989.4603934	-4150.1595216	-2701.7665656
14.9580722726	-3408.94696338	377.874737126	-4764.6729062	-1989.4603934	-4164.69643763	-2653.19748913
15.4566789152	-3398.36432856	412.84687579	-4764.6729062	-1989.4603934	-4224.05808014	-2572.67057698
15.9552858312	-3404.2085896	374.909025397	-4764.6729062	-1989.4603934	-4154.0266404	-2654.39053881
16.4538930207	-3394.976103	422.999320317	-4764.6729062	-1989.4603934	-4240.97474364	-2548.97746237
16.9525004838	-3402.19094351	456.983112122	-4764.6729062	-1989.4603934	-4316.15716776	-2488.22471927
17.4511082205	-3419.53427563	438.481902924	-4764.6729062	-1989.4603934	-4296.49808147	-2542.57046978
17.9497162308	-3441.00400469	427.869193058	-4764.6729062	-1989.4603934	-4296.74239081	-2585.26561858
