115.407878804	-50.5552666248	-5.01070986731	122.700720993	-3703.10060416
115.413834894	-50.5576957668	-4.50963972065	122.700720993	-3766.66035476
115.419791598	-50.560124605	-4.00856938724	122.696121395	-3804.02520181
115.425748916	-50.5625531393	-3.50749886711	122.691521162	-3847.18611526
115.431706848	-50.5649813696	-3.00642816027	122.686920295	-3916.61558702
115.437665394	-50.5674092961	-2.50535726675	122.682318794	-3965.22761963
115.443624554	-50.5698369184	-2.00428618659	122.677716657	-3996.59076978
115.449584328	-50.5722642367	-1.50321491981	122.673113886	-4012.30337446
115.455544716	-50.5746912508	-1.00214346644	122.668510481	-3991.93381158
115.461505719	-50.5771179608	-0.501071826488	122.66390644	-3946.47335432
115.467467335	-50.5795443664	0	122.659301765	-3912.11226276
115.473429566	-50.5819704678	0.501072013004	122.654696455	-3887.75488245
115.479392411	-50.5843962648	1.0021442125	122.65009051	-3890.72088171
115.485355871	-50.5868217573	1.50321659846	122.645483931	-3892.76047962
115.491319945	-50.5892469454	2.00428917085	122.640876716	-3887.06415448
115.497284633	-50.5916718288	2.50536192965	122.636268867	-3877.29609745
115.503249936	-50.5940964077	3.00643487484	122.631660382	-3863.39434523
115.509215854	-50.5965206819	3.50750800639	122.627051263	-3845.5584239
115.515182385	-50.5989446514	4.00858132427	122.622441508	-3824.5531508
115.521149532	-50.6013683162	4.50965482845	122.617831119	-3800.55605897
115.527117293	-50.603791676	5.01072851891	122.613220094	-3773.74808037
