91.715960953	-36.5435603457	-25.0395756232	91.5125090905	-4027.91621209
91.7215559475	-36.5436789037	-24.5387843201	91.5125090905	-4031.6288986
91.7271509591	-36.5437972004	-24.0379930081	91.5091776373	-4044.73267887
91.7327459878	-36.5439152357	-23.5372016873	91.5058461645	-4038.08103414
91.7383410336	-36.5440330097	-23.0364103576	91.5025146722	-4031.79409184
91.7439360964	-36.5441505222	-22.5356190192	91.4991831606	-4032.72681493
91.7495311762	-36.5442677734	-22.0348276719	91.4958516296	-4020.44561642
91.7551262729	-36.5443847633	-21.5340363159	91.4925200793	-4008.84452597
91.7607213866	-36.5445014917	-21.0332449512	91.4891885096	-3981.87045895
91.7663165171	-36.5446179588	-20.5324535778	91.4858569209	-3959.09397806
91.7719116645	-36.5447341645	-20.0316621956	91.4825253129	-3923.16505195
91.7775068287	-36.5448501088	-19.5308708048	91.4791936854	-3883.98329735
91.7831020096	-36.5449657917	-19.0300794053	91.4758620394	-3857.27915761
91.7886972073	-36.5450812133	-18.5292879972	91.4725303739	-3829.99355517
91.7942924217	-36.5451963734	-18.0284965804	91.4691986894	-3826.41285475
91.7998876527	-36.5453112722	-17.5277051551	91.465866986	-3850.1711033
91.8054829003	-36.5454259096	-17.0269137212	91.4625352637	-3862.02062935
91.8110781645	-36.5455402856	-16.5261222787	91.4592035225	-3859.24365748
91.8166734453	-36.5456544001	-16.0253308276	91.4558717624	-3838.52040109
91.8222687425	-36.5457682533	-15.524539368	91.4525399836	-3848.89352408
91.8278640562	-36.5458818451	-15.0237479	91.4492081857	-3897.85195752
91.8334593864	-36.5459951755	-14.5229564234	91.4458763696	-3938.68920647
91.8390547329	-36.5461082445	-14.0221649384	91.4425445343	-3960.29631161
91.8446500958	-36.5462210521	-13.5213734449	91.4392126808	-3979.2064335
91.850245475	-36.5463335983	-13.020581943	91.4358808084	-3958.08867352
91.8558408704	-36.5464458831	-12.5197904327	91.4325489174	-3942.53006289
91.8614362821	-36.5465579064	-12.018998914	91.4292170082	-3944.32602602
91.86703171	-36.5466696684	-11.518207387	91.4258850805	-3967.81557345
91.8726271541	-36.5467811689	-11.0174158516	91.422553134	-3963.51850271
91.8782226143	-36.5468924081	-10.5166243078	91.4192211695	-3941.65384351
91.8838180905	-36.5470033858	-10.0158327558	91.4158891864	-3920.97211839
91.8894135829	-36.5471141021	-9.51504119545	91.4125571851	-3905.51007281
91.8950090912	-36.5472245569	-9.01424962684	91.4092251656	-3887.46847135
91.9006046155	-36.5473347504	-8.51345804999	91.405893128	-3863.03017844
91.9062001557	-36.5474446824	-8.0126664649	91.4025610719	-3864.46724125
91.9117957118	-36.547554353	-7.5118748716	91.399228998	-3877.39708235
91.9173912838	-36.5476637622	-7.01108327011	91.3958969057	-3906.67964016
91.9229868716	-36.5477729099	-6.51029166045	91.3925647957	-3929.48682546
91.9285824752	-36.5478817963	-6.00950004263	91.3892326676	-3952.97436349
91.9341780946	-36.5479904211	-5.50870841668	91.3859005214	-3980.59687845
91.9397737296	-36.5480987846	-5.00791678262	91.3825683573	-3994.02130377
91.9453693804	-36.5482068866	-4.50712514046	91.3792361755	-4006.9257755
91.9509650467	-36.5483147272	-4.00633349022	91.375903976	-4012.65097323
91.9565607287	-36.5484223063	-3.50554183193	91.3725717582	-4020.23283822
91.9621564262	-36.548529624	-3.00475016561	91.3692395232	-4016.3925676
91.9677521392	-36.5486366802	-2.50395849127	91.3659072702	-4022.14462016
91.9733478677	-36.548743475	-2.00316680893	91.3625749996	-4030.79758316
91.9789436117	-36.5488500084	-1.50237511861	91.3592427114	-3960.06022523
91.984539371	-36.5489562803	-1.00158342034	91.3559104058	-3874.23144104
91.9901351457	-36.5490622907	-0.500791714129	91.3525780824	-3865.16414082
91.9957309358	-36.5491680398	0	91.3492457417	-3862.99216719
92.0013267411	-36.5492735273	0.50079172203	91.3459133836	-3872.58156601
92.0069225618	-36.5493787534	1.00158345194	91.3425810079	-3884.75173373
92.0125183976	-36.549483718	1.50237518971	91.339248615	-3884.51421948
92.0181142486	-36.5495884212	2.00316693531	91.3359162048	-3868.73677621
92.0237101147	-36.5496928629	2.50395868874	91.3325837774	-3841.44904119
92.029305996	-36.5497970432	3.00475044997	91.3292513326	-3798.88503159
92.0349018923	-36.549900962	3.50554221899	91.3259188706	-3780.16611431
92.0404978036	-36.5500046193	4.00633399576	91.3225863917	-3788.87042828
92.04609373	-36.5501080152	4.50712578028	91.3192538955	-3799.58646794
92.0516896713	-36.5502111496	5.00791757252	91.3159213824	-3784.51984656
92.0572856275	-36.5503140225	5.50870937246	91.3125888522	-3820.42103325
92.0628815986	-36.5504166339	6.00950118009	91.309256305	-3839.57995197
92.0684775845	-36.5505189839	6.51029299538	91.3059237409	-3826.35923957
92.0740735852	-36.5506210724	7.01108481832	91.30259116	-3810.8970227
92.0796696007	-36.5507228994	7.51187664888	91.2992585623	-3813.60978727
92.0852656309	-36.5508244649	8.01266848705	91.2959259477	-3836.87545012
92.0908616758	-36.550925769	8.5134603328	91.2925933162	-3854.18920286
