,lon,lat,Txx0,Tyy0,Tzz0,Txy0,Txz0,Tyz0,Txx1,Tyy1,Tzz1,Txy1,Txz1,Tyz1,Txx2,Tyy2,Tzz2,Txy2,Txz2,Tyz2,Txx3,Tyy3,Tzz3,Txy3,Txz3,Tyz3,Txx4,Tyy4,Tzz4,Txy4,Txz4,Tyz4,Txx5,Tyy5,Tzz5,Txy5,Txz5,Tyz5,Txx6,Tyy6,Tzz6,Txy6,Txz6,Tyz6
0,112.530285318,-50.3675893921,0.677727149115,0.106798332163,3.8397750904,0.176655529925,-0.0898547130351,0.376331531626,0.466657821348,-0.275976142704,2.57563500489,0.286034186215,-0.0869276788175,0.566580795754,0.465527347794,0.116635752542,2.05432363547,0.26110419586,-0.000854588957199,0.325087722548,0.45557129965,0.292022278963,1.94003613099,0.362285252908,0,0,0.465527347794,0.116635752542,2.05432363547,0.26110419586,0.00683898896139,-0.511323001052,0.466657821348,-0.275976142704,2.57563500489,0.286034186215,-0.0160837914152,-0.738326118938,0.677727149115,0.106798332163,3.8397750904,0.176655529925,0.0757520357343,-0.424486703934
1,112.505894444,-50.3617075629,0.842042500054,0.422359808216,4.10386646485,0.189963697698,-0.0152436633678,-0.0662519590455,0.426175301751,-0.196451290037,3.14066859633,0.190127662861,0.00841684789793,0.319009850393,0.426105148813,-0.0203728865459,2.56076309118,0.391187439488,7.30485284099e-06,0.165948203034,0.434892837132,0.161054633196,2.36125462128,0.380820445387,0,0,0.426105148813,-0.0203728865459,2.56076309118,0.391187439488,-0.0183955179359,-0.369973874627,0.426175301751,-0.196451290037,3.14066859633,0.190127662861,-0.00823429997886,-0.334950066887,0.842042500054,0.422359808216,4.10386646485,0.189963697698,-0.180135951884,0.0557412985561
2,112.481509585,-50.355820626,0.797995764973,0.364711912057,4.04558170937,0.248746256097,-0.142822599453,-0.223499977978,0.521996308565,-0.191227989781,3.40284126214,0.174123535096,0.0279731402306,0.123839764397,0.529732857396,0.0326168059991,2.90169602014,0.236860040427,-0.00138876614337,0.18813313872,0.522961999856,0.0646450064736,2.8312608343,0.345083743433,0,0,0.529732857396,0.0326168059991,2.90169602014,0.236860040427,-0.0514363717863,-0.241114843839,0.521996308565,-0.191227989781,3.40284126214,0.174123535096,-0.0393329275131,-0.158497721002,0.797995764973,0.364711912057,4.04558170937,0.248746256097,-0.02198708022,0.165837209215
3,112.457130742,-50.3499285837,0.820077263338,0.360055136211,4.04055609152,0.350955456476,-0.0627632203186,-0.283470436869,0.861037782688,-0.162106307443,3.58000814436,0.183886415151,-0.0697459043399,0.0664967200741,0.703357349784,-0.21885373044,3.31015367834,0.255691148424,-0.0617218059724,0.131105815813,0.702630109539,-0.207494311349,3.28744989543,0.399442052235,0,0,0.703357349784,-0.21885373044,3.31015367834,0.255691148424,0.00418673301718,-0.197316497841,0.861037782688,-0.162106307443,3.58000814436,0.183886415151,0.0591104694434,-0.11470397679,0.820077263338,0.360055136211,4.04055609152,0.350955456476,-0.00526201740039,0.214385899943
4,112.432757917,-50.3440314384,1.08895035229,0.585669258149,4.61000441632,0.400983576228,-0.287859785975,-0.251883635202,0.947485715834,-0.0454278616447,4.24463707078,0.27677218584,-0.393403759895,0.160980060892,0.834804743421,-0.294098743181,4.04960707803,0.396259070489,-0.207029281089,0.224171405197,0.834775610855,-0.362557435375,4.02406829792,0.377037735838,0,0,0.834804743421,-0.294098743181,4.04960707803,0.396259070489,0.0955889595383,-0.217528627287,0.947485715834,-0.0454278616447,4.24463707078,0.27677218584,0.153342914262,-0.226309181658,1.08895035229,0.585669258149,4.61000441632,0.400983576228,0.177504026657,0.19151395332
5,112.408391114,-50.3381291923,1.45738337752,1.07650805648,5.25146578132,0.399082634814,-0.19960180886,0.0512766399563,1.07253817315,0.0209913948755,5.15913687292,0.380750921098,-0.30551561654,0.305501196734,0.869018408165,-0.470692060795,4.97758622016,0.484643696319,-0.201037514325,0.213717828617,0.869030045613,-0.691436610549,4.88022985408,0.601292211189,0,0,0.869018408165,-0.470692060795,4.97758622016,0.484643696319,-0.000563948468958,-0.331721492359,1.07253817315,0.0209913948755,5.15913687292,0.380750921098,0.220144518328,-0.408845490988,1.45738337752,1.07650805648,5.25146578132,0.399082634814,0.103480121909,-0.1465700097
6,112.384030335,-50.3322218477,1.79639781579,1.41515206147,6.31574099908,0.311505350024,-0.237379426345,0.218497257898,1.19991995186,0.00957054737508,5.98171843629,0.494192974789,-0.110611541965,0.218455513379,0.987556388757,-0.70500270899,5.65193229642,0.605771787606,-0.108768480814,0.10245808192,0.970286755883,-0.799769243673,5.45642646812,0.602803175991,0,0,0.987556388757,-0.70500270899,5.65193229642,0.605771787606,0.0087902932885,-0.225951280191,1.19991995186,0.00957054737508,5.98171843629,0.494192974789,0.0882470854589,-0.431315356971,1.79639781579,1.41515206147,6.31574099908,0.311505350024,0.0911045738406,-0.275422194444
7,112.359675582,-50.326309407,1.84597956544,1.44052570381,6.52860338208,0.400829762986,0.0891948461265,-0.0772466709297,1.21598740836,-0.194583538881,6.01807161858,0.517606255027,0.0883598620029,0.0305184147069,1.01507745945,-0.833138492865,5.59532823624,0.508524161107,0.000302617850965,-0.0923197946827,1.01037804321,-0.814794035702,5.39139576354,0.508524161107,0,0,1.01507745945,-0.833138492865,5.59532823624,0.508524161107,-0.199670613035,-0.108492989781,1.21598740836,-0.194583538881,6.01807161858,0.517606255027,-0.301046154217,-0.0315607978808,1.84597956544,1.44052570381,6.52860338208,0.400829762986,-0.184963641138,-0.141986892978
8,112.335326858,-50.3203918724,1.51618497066,0.972944906372,5.04528980796,0.405905853034,0.138270652649,-0.298485500978,1.21494167957,-0.202562269677,5.14283328132,0.38430251027,0.136639160113,-0.215861028993,1.0209282624,-0.584793492505,5.01183167099,0.39537705203,-0.000372304146947,-0.202711248576,1.01166048568,-0.794673246854,4.91906655392,0.39537705203,0,0,1.0209282624,-0.584793492505,5.01183167099,0.39537705203,-0.217546828651,0.0217515607505,1.21494167957,-0.202562269677,5.14283328132,0.38430251027,-0.308608810997,0.224408636848,1.51618497066,0.972944906372,5.04528980796,0.405905853034,-0.319771740781,0.110349657723
9,112.310984164,-50.3144692462,1.10357340538,0.800904078477,4.4821091163,0.401096977922,-0.0944758695175,-0.302048283667,1.01948466732,0.0082638315629,4.43363585295,0.30753369744,0.00489320708804,-0.320452595702,0.822373169579,-0.505896276004,4.36091300582,0.304806413707,0.00112726841242,-0.217555041831,0.824619971376,-0.621713283288,4.36032968068,0.304806413707,0,0,0.822373169579,-0.505896276004,4.36091300582,0.304806413707,-0.0231103978681,0.100504459341,1.01948466732,0.0082638315629,4.43363585295,0.30753369744,-0.0237402298274,0.329507810442,1.10357340538,0.800904078477,4.4821091163,0.401096977922,-0.00830699680633,0.0943388814406
