112.579085097	-50.3793377183
112.554682203	-50.3734661113
112.530285318	-50.3675893921
112.505894444	-50.3617075629
112.481509585	-50.355820626
112.457130742	-50.3499285837
112.432757917	-50.3440314384
112.408391114	-50.3381291923
112.384030335	-50.3322218477
112.359675582	-50.326309407
112.335326858	-50.3203918724
112.310984164	-50.3144692462
112.286647504	-50.3085415309
112.26231688	-50.3026087286
112.237992294	-50.2966708417
112.213673749	-50.2907278725
112.189361247	-50.2847798233
112.165054791	-50.2788266963
112.140754382	-50.2728684941
112.116460023	-50.2669052187
112.092171717	-50.2609368726
112.067889465	-50.254963458
112.043613271	-50.2489849773
112.019343136	-50.2430014328
111.995079063	-50.2370128268
111.970821054	-50.2310191617
111.946569112	-50.2250204396
111.922323238	-50.219016663
111.898083435	-50.2130078341
111.873849705	-50.2069939554
111.849622051	-50.200975029
111.825400475	-50.1949510573
111.801184979	-50.1889220427
111.776975565	-50.1828879875
111.752772236	-50.1768488939
111.728574994	-50.1708047643
111.70438384	-50.164755601
111.680198778	-50.1587014064
111.65601981	-50.1526421827
111.631846937	-50.1465779323
111.607680161	-50.1405086575
111.583519486	-50.1344343607
111.559364913	-50.1283550441
111.535216445	-50.1222707101
111.511074083	-50.1161813609
111.486937829	-50.1100869991
111.462807687	-50.1039876267
111.438683657	-50.0978832463
111.414565743	-50.0917738601
