66.7965228035	-14.8615595567
66.8071307219	-14.8747675945
66.8177399231	-14.8879751248
66.8283504085	-14.901182147
66.8389621793	-14.9143886607
66.849575237	-14.9275946653
66.8601895827	-14.9408001603
66.8708052178	-14.9540051452
66.8814221435	-14.9672096194
66.8920403613	-14.9804135823
66.9026598723	-14.9936170336
66.9132806779	-15.0068199726
66.9239027794	-15.0200223989
66.934526178	-15.0332243118
66.9451508752	-15.0464257109
66.9557768722	-15.0596265956
66.9664041703	-15.0728269655
66.9770327707	-15.0860268199
66.9876626749	-15.0992261584
66.9982938842	-15.1124249804
67.0089263997	-15.1256232854
67.0195602229	-15.1388210729
67.0301953551	-15.1520183423
67.0408317975	-15.1652150931
67.0514695514	-15.1784113248
67.0621086182	-15.1916070368
67.0727489992	-15.2048022286
67.0833906957	-15.2179968998
67.094033709	-15.2311910496
67.1046780404	-15.2443846778
67.1153236912	-15.2575777835
67.1259706628	-15.2707703665
67.1366189564	-15.2839624261
67.1472685733	-15.2971539618
67.1579195149	-15.310344973
67.1685717825	-15.3235354593
67.1792253774	-15.3367254201
67.1898803009	-15.3499148548
67.2005365543	-15.363103763
67.2111941389	-15.3762921441
67.2218530561	-15.3894799976
67.2325133072	-15.4026673229
67.2431748934	-15.4158541195
67.2538378162	-15.4290403868
67.2645020767	-15.4422261244
67.2751676764	-15.4554113317
