-46.0078903728	25.3283621508	-24.9299054981	355.403983493	-2892.08579869
-46.0082890187	25.3328442942	-24.4313140087	355.403983493	-2890.56773831
-46.0086876942	25.3373264365	-23.9327222496	355.403812937	-2877.27028402
-46.0090863992	25.3418085778	-23.4341302208	355.403642339	-2888.09234819
-46.0094851337	25.3462907179	-22.9355379223	355.4034717	-2938.65430837
-46.0098838978	25.350772857	-22.436945354	355.403301021	-2987.60256735
-46.0102826914	25.355254995	-21.9383525159	355.4031303	-3018.54758473
-46.0106815146	25.359737132	-21.439759408	355.402959539	-3030.47967263
-46.0110803674	25.3642192678	-20.9411660301	355.402788737	-3048.73771427
-46.0114792498	25.3687014026	-20.4425723824	355.402617895	-3077.52783994
-46.0118781617	25.3731835363	-19.9439784647	355.402447011	-3131.74875416
-46.0122771033	25.377665669	-19.445384277	355.402276086	-3194.9143457
-46.0126760744	25.3821478005	-18.9467898193	355.402105121	-3225.05664795
-46.0130750752	25.386629931	-18.4481950915	355.401934114	-3250.63982573
-46.0134741056	25.3911120605	-17.9496000937	355.401763067	-3250.6168846
-46.0138731657	25.3955941888	-17.4510048257	355.401591979	-3264.57636986
-46.0142722554	25.400076316	-16.9524092876	355.40142085	-3243.74030824
-46.0146713747	25.4045584422	-16.4538134793	355.40124968	-3198.22980356
-46.0150705237	25.4090405673	-15.9552174007	355.401078469	-3115.3096416
-46.0154697024	25.4135226914	-15.4566210519	355.400907217	-3042.90237962
-46.0158689107	25.4180048143	-14.9580244328	355.400735925	-2968.4592651
-46.0162681487	25.4224869362	-14.4594275434	355.400564591	-2871.4129858
-46.0166674164	25.426969057	-13.9608303835	355.400393216	-2793.73289291
-46.0170667138	25.4314511767	-13.4622329533	355.400221801	-2732.75999221
-46.0174660409	25.4359332953	-12.9636352527	355.400050344	-2791.4165596
-46.0178653978	25.4404154129	-12.4650372816	355.399878847	-2904.54220292
-46.0182647843	25.4448975294	-11.96643904	355.399707308	-3035.34176168
-46.0186642006	25.4493796447	-11.4678405278	355.399535729	-3185.39140407
-46.0190636466	25.4538617591	-10.9692417451	355.399364108	-3303.76108625
-46.0194631224	25.4583438723	-10.4706426918	355.399192447	-3388.0886772
-46.0198626279	25.4628259844	-9.97204336778	355.399020744	-3460.39276029
-46.0202621632	25.4673080955	-9.47344377312	355.398849001	-3525.47525049
-46.0206617283	25.4717902055	-8.97484390775	355.398677216	-3590.32545208
